Year,Month,Commodity,Country,Currency,Price
2006,10,Wheat,India,USD,141.03305580151252
2009,12,Soybeans,USA,BRL,375.72656360779257
2002,10,Rice,China,USD,111.28749977239573
2022,12,Wheat,China,CNY,381.1509689372475
2018,12,Soybeans,India,CNY,460.98673763208717
2005,10,Soybeans,Brazil,INR,284.8850921648211
2004,11,Soybeans,China,BRL,104.74469244744061
2014,12,Soybeans,India,USD,168.76208984118844
2006,9,Corn,USA,BRL,185.90525442256433
2020,7,Rice,Brazil,INR,101.82988871392637
2006,5,Rice,India,INR,60.40957250525015
2000,11,Corn,Brazil,CNY,273.26304445374166
2004,8,Soybeans,China,INR,446.6389436678956
2023,1,Soybeans,India,CNY,50.280093743566646
2011,7,Soybeans,USA,INR,250.91763296428712
2009,10,Corn,USA,BRL,447.42526951809185
2016,3,Soybeans,Brazil,BRL,342.5738812857127
2018,1,Soybeans,USA,USD,188.1272586767914
2002,3,Rice,USA,CNY,324.1743109528894
2013,6,Corn,USA,USD,158.78067278499714
2021,10,Corn,USA,BRL,55.85731602113596
2019,2,Rice,USA,USD,436.03058488396624
2015,7,Rice,USA,USD,179.65336159805875
2008,10,Wheat,China,CNY,294.47870928835846
2020,8,Corn,India,CNY,451.45478643117724
2004,2,Soybeans,Brazil,USD,279.1235529661191
2023,10,Wheat,China,BRL,97.28969814301354
2013,12,Corn,China,CNY,72.48175719793579
2013,10,Rice,China,CNY,388.9570066167527
2007,6,Corn,China,CNY,422.9679139073492
2021,3,Soybeans,USA,CNY,477.43099195008676
2007,11,Rice,USA,INR,435.9575074259871
2019,7,Rice,India,CNY,273.72161134983344
2021,10,Wheat,China,CNY,62.198695112905064
2018,4,Rice,Brazil,BRL,207.24177778473242
2008,6,Soybeans,India,USD,355.4909011553342
2002,6,Rice,China,INR,399.7271532922495
2021,11,Wheat,India,BRL,172.75861227982386
2000,6,Corn,Brazil,INR,411.62038634470935
2010,6,Soybeans,Brazil,CNY,168.25744992530048
2010,2,Rice,China,INR,126.36684941964715
2013,2,Rice,USA,INR,289.0548235148315
2021,2,Wheat,India,USD,438.27507662627517
2003,3,Corn,Brazil,USD,188.0732323213922
2021,11,Soybeans,Brazil,BRL,294.55856671270186
2000,1,Rice,Brazil,BRL,352.73797856845556
2012,11,Wheat,USA,CNY,471.52874325006417
2014,7,Rice,India,CNY,415.91316312708966
2013,1,Soybeans,China,BRL,326.35179352299065
2012,8,Soybeans,USA,CNY,178.10381647666344
2005,3,Corn,China,INR,457.35558268860757
2019,6,Wheat,Brazil,INR,160.75341627503013
2016,1,Corn,Brazil,USD,438.9829358575131
2014,4,Wheat,Brazil,BRL,231.26018828230247
2003,3,Wheat,China,CNY,273.08612354154627
2000,10,Rice,USA,BRL,167.38423936060894
2001,11,Rice,Brazil,CNY,323.0122657510257
2017,10,Soybeans,India,CNY,384.72778813662785
2017,5,Wheat,India,INR,87.21277014158314
2009,9,Wheat,USA,INR,122.84294947760398
2008,6,Wheat,Brazil,CNY,86.99612578017229
2020,9,Corn,India,INR,282.00529530707115
2015,6,Corn,Brazil,CNY,108.02999905220423
2000,12,Rice,USA,CNY,188.94379551509977
2016,4,Corn,USA,USD,382.3732762428667
2008,8,Soybeans,India,CNY,170.36021552698423
2007,10,Rice,China,CNY,280.0658193516615
2010,3,Wheat,Brazil,INR,204.28823328684578
2019,7,Corn,Brazil,INR,167.52186289374725
2011,2,Rice,India,USD,71.86119759947177
2020,8,Corn,India,INR,105.90977337736096
2014,8,Soybeans,China,BRL,388.2627674078484
2001,7,Wheat,Brazil,INR,398.02261247073045
2018,5,Rice,USA,BRL,483.485245721744
2019,7,Corn,China,CNY,454.84097771581975
2015,9,Rice,India,INR,217.82122607359076
2011,11,Soybeans,China,INR,144.53471587212184
2000,5,Wheat,Brazil,INR,167.20836815335008
2021,12,Rice,China,INR,492.21737518390694
2013,2,Rice,India,INR,64.31095814127285
2017,4,Wheat,USA,CNY,241.4788828534319
2004,6,Corn,Brazil,USD,148.6115330021109
2003,10,Corn,India,BRL,436.3645690002609
2001,3,Wheat,USA,CNY,106.52909015131269
2016,2,Corn,USA,INR,67.11969394547592
2022,9,Wheat,Brazil,CNY,352.94348501213693
2019,6,Rice,India,INR,296.8277335878943
2005,4,Corn,USA,INR,231.5776005509884
2017,1,Corn,China,BRL,336.51527797308233
2007,8,Rice,India,CNY,103.27417940314888
2021,4,Corn,China,CNY,425.7190834942484
2001,9,Rice,USA,CNY,224.83793930877346
2013,2,Soybeans,India,USD,344.3708525712257
2014,12,Soybeans,China,BRL,246.5809953323939
2004,10,Soybeans,USA,USD,311.1367953469142
2005,9,Corn,India,INR,150.07465766713074
2020,7,Soybeans,Brazil,USD,250.53487622551285
2006,6,Wheat,Brazil,USD,108.38929750955796
2003,3,Soybeans,China,CNY,120.75530740548946
2007,12,Wheat,Brazil,USD,251.2628325780557
2016,3,Rice,Brazil,INR,65.21632375102774
2001,12,Rice,USA,BRL,158.80846462333773
2020,8,Soybeans,USA,BRL,102.65509708463631
2009,4,Wheat,USA,CNY,224.1244203686822
2011,11,Rice,India,BRL,374.0768627578408
2001,6,Soybeans,USA,USD,372.3790499697603
2019,10,Rice,China,BRL,139.50084980311874
2011,10,Corn,USA,USD,189.79889170407552
2017,8,Corn,USA,USD,106.42936966803161
2009,11,Soybeans,India,INR,424.15638666839396
2011,10,Soybeans,China,BRL,210.2652658514166
2003,2,Rice,USA,INR,237.49686520876975
2005,9,Wheat,USA,INR,66.4251947135109
2006,11,Wheat,India,BRL,351.6248460302066
2017,11,Corn,USA,BRL,351.72459394254406
2013,9,Wheat,India,CNY,324.51205691287595
2006,10,Wheat,USA,CNY,409.4002302776128
2008,2,Rice,USA,BRL,358.63191471809193
2017,5,Wheat,China,CNY,395.06852969775787
2000,12,Corn,India,CNY,440.68662803824117
2023,7,Corn,China,USD,193.3629636701519
2017,8,Soybeans,Brazil,CNY,184.39841886291302
2021,3,Corn,China,USD,464.3135762884717
2017,8,Rice,China,BRL,375.6306255427275
2011,9,Corn,China,BRL,475.85033377360924
2007,12,Soybeans,India,CNY,456.05746603093615
2020,10,Corn,China,INR,246.02646497553002
2013,5,Soybeans,India,BRL,344.2360003017195
2022,2,Rice,Brazil,USD,294.2845166212352
2010,3,Rice,India,CNY,320.31381323157086
2015,1,Soybeans,Brazil,INR,491.45231909478656
2002,8,Wheat,China,INR,493.93270937574715
2017,8,Rice,India,BRL,332.4481009487831
2016,8,Soybeans,Brazil,USD,317.69637369119175
2013,3,Rice,USA,USD,195.92136833745028
2018,2,Rice,Brazil,INR,223.5093337935613
2018,4,Wheat,India,USD,396.0485455629505
2023,4,Soybeans,Brazil,BRL,436.2609953909688
2001,9,Wheat,India,BRL,361.6343388492068
2005,10,Wheat,China,USD,282.59046407608105
2022,2,Wheat,India,USD,214.0899453627437
2003,11,Wheat,India,USD,449.0751900195445
2002,5,Corn,Brazil,BRL,60.65744192599592
2001,2,Corn,India,USD,72.56094621131966
2000,3,Wheat,China,INR,147.75809047825123
2020,2,Soybeans,USA,BRL,236.586437808738
2009,1,Wheat,China,USD,218.2949696274289
2007,8,Rice,Brazil,BRL,349.8680273448152
2022,5,Soybeans,China,INR,459.65204856076633
2001,6,Rice,India,BRL,76.28105440186123
2009,4,Rice,China,BRL,186.7097865873842
2008,4,Corn,USA,CNY,117.9164258051078
2022,1,Soybeans,USA,USD,110.69542905933955
2017,5,Wheat,Brazil,USD,482.66719180829483
2003,10,Rice,Brazil,USD,486.15637390785105
2021,10,Rice,India,USD,301.6458716049939
2009,10,Soybeans,USA,BRL,224.1890037462274
2017,10,Corn,Brazil,INR,292.9422653421026
2011,2,Rice,India,INR,278.83075365996
2009,5,Rice,Brazil,USD,61.25199037918263
2006,10,Rice,Brazil,CNY,346.3455605111652
2006,4,Soybeans,China,USD,299.1044063972852
2015,9,Rice,USA,USD,250.26516309525672
2018,9,Corn,India,USD,327.45124389304533
2012,2,Wheat,India,USD,271.31013604907935
2013,5,Corn,Brazil,INR,324.03736332794534
2009,9,Wheat,India,BRL,409.78821091463544
2014,3,Soybeans,India,USD,63.801472902208175
2004,2,Rice,India,CNY,65.09162142441507
2003,1,Corn,India,INR,291.91959721881784
2019,1,Corn,China,CNY,381.10941119420727
2019,1,Soybeans,USA,CNY,174.50455205575176
2001,8,Soybeans,India,BRL,208.24842202929347
2015,5,Wheat,Brazil,INR,182.37448766143913
2015,1,Rice,India,USD,211.88745362934995
2007,5,Soybeans,Brazil,CNY,334.07002223629985
2015,5,Soybeans,Brazil,INR,422.3917279483905
2005,6,Wheat,China,BRL,268.987699959956
2005,6,Corn,India,USD,441.1306261616531
2014,4,Soybeans,India,CNY,445.80342778715243
2004,12,Rice,USA,BRL,361.3829763429773
2023,9,Soybeans,USA,BRL,289.204339075278
2007,2,Corn,India,USD,102.54890425261897
2003,2,Rice,China,CNY,62.49163794129618
2015,5,Wheat,China,BRL,379.98037145349497
2018,11,Rice,USA,BRL,434.7223261531832
2003,4,Soybeans,China,INR,122.25566668819879
2006,6,Soybeans,China,BRL,177.30245462511868
2004,2,Corn,China,INR,475.09951751345454
2001,2,Soybeans,India,BRL,353.8245546804495
2007,2,Corn,USA,CNY,403.6015981481062
2007,1,Rice,USA,BRL,430.50934052327426
2017,6,Corn,China,INR,268.37158313371197
2006,1,Soybeans,USA,INR,166.7143959555172
2002,3,Wheat,Brazil,USD,449.0632598543309
2007,1,Soybeans,USA,USD,407.9012759997669
2019,9,Soybeans,India,USD,419.3425167200199
2023,3,Wheat,USA,INR,213.69839157971882
2013,4,Rice,India,CNY,241.5549787163366
2012,4,Wheat,Brazil,INR,355.26170371670025
2002,7,Wheat,India,CNY,304.3398911059412
2005,1,Rice,China,USD,350.1920091423207
2001,5,Wheat,USA,USD,336.03205050829257
2006,3,Wheat,USA,CNY,310.83804177145254
2014,7,Rice,Brazil,BRL,458.12163648655417
2012,8,Corn,China,BRL,133.41409715472662
2022,7,Rice,USA,INR,477.10261950268534
2010,12,Wheat,China,INR,321.54723509656577
2011,6,Soybeans,Brazil,CNY,141.36558318937074
2000,4,Rice,India,CNY,235.28906854524627
2011,9,Rice,India,USD,425.0349029341715
2004,1,Corn,USA,BRL,293.91238590291334
2004,9,Wheat,USA,BRL,104.45228761428045
2015,3,Rice,India,CNY,80.4837960132766
2013,12,Wheat,Brazil,CNY,70.43497618603453
2001,3,Wheat,USA,CNY,349.9441370867697
2015,7,Soybeans,Brazil,BRL,490.06452505474766
2010,3,Rice,China,CNY,299.1483983805972
2023,7,Corn,Brazil,CNY,262.4463745292289
2010,12,Rice,India,CNY,342.02470160197515
2004,4,Rice,India,USD,263.4503434170319
2022,10,Soybeans,China,INR,442.9107886702742
2005,7,Wheat,China,USD,388.2861017000953
2020,8,Rice,India,USD,319.2559048130793
2022,6,Rice,Brazil,USD,109.19085808496541
2019,11,Wheat,Brazil,CNY,287.14529735782776
2012,12,Corn,China,USD,245.35625810378903
2002,10,Wheat,USA,CNY,250.97831548707282
2006,4,Corn,USA,BRL,355.35078026144197
2008,4,Rice,India,CNY,159.07110641847945
2017,5,Wheat,USA,USD,318.89393669294776
2000,11,Corn,USA,CNY,56.17178007273627
2000,5,Soybeans,USA,BRL,251.0679853088988
2004,9,Wheat,Brazil,BRL,134.0400874726297
2018,12,Wheat,Brazil,INR,125.1184825833996
2016,4,Corn,USA,INR,242.1586812426088
2011,11,Rice,Brazil,INR,304.27304517074907
2001,9,Wheat,China,BRL,126.83718426406753
2012,1,Corn,USA,BRL,68.42570416877764
2000,7,Soybeans,USA,USD,243.73830790350868
2006,6,Rice,USA,CNY,182.9333003891344
2022,1,Corn,Brazil,BRL,353.75712305689507
2006,7,Corn,USA,USD,181.8375505459869
2023,8,Wheat,Brazil,CNY,312.81348937447723
2015,12,Soybeans,India,BRL,214.17229128151743
2015,8,Soybeans,Brazil,BRL,215.92781022411648
2004,9,Soybeans,India,INR,104.36562491887898
2018,6,Rice,USA,USD,296.23523514763605
2009,9,Rice,India,CNY,92.01758412973541
2003,2,Rice,Brazil,BRL,372.525103679238
2011,6,Corn,India,BRL,333.03054239762423
2000,11,Rice,India,CNY,467.8941101226062
2017,12,Corn,Brazil,BRL,417.5804805168122
2001,12,Corn,India,USD,193.48015438942622
2021,4,Soybeans,India,BRL,485.2609720602291
2005,6,Wheat,Brazil,INR,128.23414580821384
2005,9,Wheat,Brazil,USD,120.58304340710953
2001,3,Soybeans,India,USD,404.995849954552
2005,8,Soybeans,China,USD,141.4620194900471
2011,11,Rice,India,CNY,444.2648654341468
2015,3,Rice,Brazil,USD,292.73297895715234
2009,8,Rice,China,USD,343.9221373474374
2010,8,Wheat,China,INR,276.0583709541762
2021,2,Soybeans,USA,INR,260.3945307163507
2019,7,Wheat,India,BRL,335.6956921029948
2017,9,Wheat,India,CNY,453.78486099648205
2023,7,Corn,USA,INR,212.81033889022498
2010,4,Rice,China,CNY,459.07566264443466
2003,7,Soybeans,Brazil,CNY,419.10314805728166
2017,7,Rice,USA,CNY,137.66139299940207
2004,2,Wheat,India,INR,408.3144832118471
2002,8,Soybeans,China,USD,258.5756890457583
2018,5,Corn,China,USD,199.80443578502815
2022,11,Soybeans,Brazil,USD,366.4208203696278
2007,11,Soybeans,Brazil,INR,128.72769912321922
2017,2,Rice,USA,USD,106.59568540418167
2014,8,Soybeans,India,CNY,199.69533595403576
2007,10,Rice,India,USD,246.40645910946049
2020,7,Rice,Brazil,BRL,136.72174546304038
2022,8,Rice,India,CNY,481.64084217376643
2005,10,Soybeans,Brazil,USD,383.9660050849367
2015,11,Wheat,USA,INR,222.39781503038978
2004,10,Rice,USA,INR,167.26073257454954
2014,10,Rice,USA,CNY,193.7344762865992
2005,3,Rice,India,INR,54.59565974273707
2002,7,Soybeans,India,BRL,482.1918560026998
2023,1,Corn,USA,USD,59.81637873243662
2023,1,Soybeans,India,INR,484.97743490117364
2011,6,Wheat,Brazil,CNY,333.7909953352194
2004,4,Rice,USA,INR,328.52619292978966
2000,11,Corn,USA,INR,252.43093778016615
2004,4,Corn,USA,INR,302.405365253162
2016,5,Rice,China,USD,89.52922340901785
2004,8,Rice,India,BRL,222.90187763323516
2004,12,Wheat,USA,INR,316.462025657266
2018,11,Rice,Brazil,BRL,287.2988442963741
2015,7,Soybeans,India,BRL,165.25955889365295
2005,5,Corn,USA,INR,250.06509773763855
2010,2,Wheat,USA,INR,374.4805122271989
2011,5,Soybeans,India,CNY,300.0444670962705
2008,7,Corn,India,BRL,154.5832609458056
2000,1,Wheat,USA,USD,110.69035975935842
2021,1,Soybeans,Brazil,CNY,209.7275990645076
2015,3,Soybeans,Brazil,USD,260.6658044030836
2013,7,Rice,India,CNY,312.95410523401523
2016,7,Soybeans,China,CNY,431.4337065875053
2006,1,Soybeans,China,BRL,195.64793437560567
2018,2,Corn,China,CNY,188.32360339618367
2018,3,Soybeans,China,INR,361.74015109688764
2015,1,Soybeans,Brazil,BRL,376.09319197484166
2023,6,Wheat,India,BRL,401.67648818900426
2018,6,Rice,India,INR,137.10781980551343
2012,3,Corn,Brazil,CNY,55.88078931335503
2008,1,Rice,Brazil,INR,272.28054765763216
2010,6,Wheat,India,BRL,417.4034723075506
2023,9,Wheat,USA,USD,387.96590784353765
2012,11,Corn,Brazil,CNY,179.7633487156116
2015,1,Wheat,China,CNY,65.47395864244542
2000,3,Corn,India,BRL,472.49150076032146
2020,1,Wheat,USA,CNY,263.27051978537986
2021,3,Corn,USA,CNY,496.5420490618625
2006,10,Corn,USA,USD,418.8726792926243
2023,9,Soybeans,Brazil,USD,293.5615322338639
2006,1,Soybeans,USA,BRL,302.82559878241784
2004,7,Soybeans,USA,CNY,409.2981280799821
2010,3,Corn,China,USD,119.229173476071
2004,7,Rice,India,BRL,332.1262942538801
2002,4,Soybeans,Brazil,INR,259.4040170702055
2008,4,Corn,Brazil,BRL,206.25998486294944
2002,5,Corn,China,BRL,410.99282479811546
2000,10,Rice,India,INR,408.39659786192055
2004,2,Wheat,USA,CNY,422.5441744102681
2020,2,Rice,Brazil,CNY,434.5829962120527
2014,9,Soybeans,China,BRL,499.02177492521764
2010,2,Wheat,Brazil,INR,93.34419685064591
2021,7,Rice,Brazil,BRL,415.7822030593964
2012,6,Soybeans,USA,USD,441.11438161416646
2011,6,Rice,China,INR,96.04783370975218
2008,7,Rice,China,USD,208.7901806926374
2015,4,Rice,USA,CNY,341.4128556030556
2004,12,Rice,Brazil,CNY,133.36017735571312
2000,12,Soybeans,India,USD,196.43911389772808
2014,4,Corn,USA,BRL,497.772140965534
2012,1,Rice,Brazil,USD,268.88775813048153
2002,3,Wheat,China,CNY,273.34129621243164
2023,4,Corn,China,USD,473.48285552666607
2018,7,Soybeans,India,INR,52.80876458719267
2002,5,Rice,China,CNY,449.6550876171628
2015,4,Rice,China,USD,211.2002508072126
2002,5,Corn,USA,INR,164.47903566912862
2006,7,Rice,USA,CNY,54.497070262920616
2005,12,Rice,India,INR,439.46089059103787
2008,7,Corn,Brazil,CNY,88.91128927372714
2010,2,Soybeans,India,INR,466.0774996784324
2000,1,Soybeans,USA,CNY,471.6161485164357
2014,11,Rice,China,BRL,139.2093019868141
2007,9,Corn,USA,USD,403.2989728605481
2015,6,Corn,China,USD,155.52348424561887
2010,1,Corn,Brazil,USD,253.65196850989827
2021,2,Wheat,India,USD,177.94416550251955
2007,1,Corn,USA,BRL,155.3568660770979
2007,10,Corn,China,BRL,80.88332531592579
2021,12,Wheat,India,INR,223.93878125411126
2006,2,Wheat,USA,INR,338.9938271468543
2009,4,Soybeans,China,CNY,274.277146186893
2008,10,Rice,India,USD,363.84395950827843
2001,6,Soybeans,India,CNY,446.5920625559527
2010,8,Soybeans,Brazil,USD,181.87502997991328
2002,12,Wheat,India,BRL,203.0093408247766
2008,12,Wheat,India,USD,94.0696652625924
2022,5,Rice,USA,USD,103.315184678762
2017,7,Corn,Brazil,CNY,349.6595845974352
2023,10,Soybeans,USA,CNY,448.95232247834946
2002,6,Soybeans,India,CNY,381.2572247002004
2016,8,Wheat,USA,CNY,203.46264926190256
2000,11,Corn,USA,BRL,115.46802208382421
2007,3,Wheat,China,BRL,476.5654792731243
2000,9,Rice,Brazil,USD,257.3004172808761
2014,9,Soybeans,India,BRL,113.46097647749818
2019,5,Soybeans,India,INR,282.3309097690084
2001,11,Soybeans,China,BRL,370.4923293946373
2006,11,Corn,USA,CNY,254.7575748505134
2016,10,Soybeans,Brazil,BRL,173.82228329345352
2010,1,Soybeans,India,INR,392.840283438228
2002,9,Rice,India,BRL,492.2415387812329
2017,2,Soybeans,Brazil,INR,441.97167764449114
2014,1,Soybeans,India,USD,250.97370822234544
2018,10,Soybeans,India,INR,408.3786032434113
2014,6,Corn,China,USD,460.1504817199289
2001,9,Wheat,India,USD,445.4192188884104
2012,6,Wheat,USA,CNY,339.9931254433186
2002,10,Corn,India,INR,255.74082395168026
2019,11,Corn,USA,INR,305.59580884995245
2007,3,Rice,Brazil,BRL,410.3697049118889
2019,9,Rice,USA,BRL,95.25895830174363
2012,4,Wheat,China,INR,208.59067756969563
2007,6,Wheat,USA,USD,373.12983090710856
2023,8,Soybeans,China,USD,136.87997776063102
2018,9,Wheat,China,BRL,235.84927413973892
2004,11,Corn,China,BRL,90.06209313886698
2001,11,Wheat,China,BRL,223.5662199150986
2012,12,Wheat,USA,BRL,484.89150048895914
2010,8,Wheat,Brazil,USD,462.12873252948367
2009,12,Wheat,India,BRL,375.35737473424564
2010,3,Soybeans,Brazil,INR,430.2904490275565
2019,7,Wheat,China,INR,76.70985076288676
2011,1,Soybeans,India,BRL,201.6373774404991
2011,11,Wheat,China,USD,436.6623221951877
2022,4,Rice,China,CNY,108.45011632223057
2011,12,Corn,Brazil,USD,378.30827077942877
2006,1,Wheat,India,INR,137.01301460922616
2018,11,Wheat,India,BRL,242.2593422687921
2004,9,Rice,China,USD,294.37910515892673
2000,9,Corn,China,USD,296.08226887178375
2021,9,Wheat,India,BRL,208.1251702877901
2000,1,Soybeans,India,BRL,484.18069509885385
2007,11,Wheat,India,BRL,453.0748283636783
2000,7,Soybeans,China,INR,418.41499688828463
2014,1,Wheat,India,INR,274.2687006686894
2023,5,Rice,USA,BRL,464.2804511591388
2021,10,Wheat,USA,USD,395.18048338149896
2009,10,Wheat,India,USD,141.91141077605138
2005,8,Soybeans,USA,INR,102.029116379631
2014,3,Rice,USA,USD,452.0774263476909
2004,11,Wheat,China,INR,180.26235906415272
2004,10,Rice,Brazil,CNY,79.62566378167276
2003,12,Rice,Brazil,INR,177.84204439898878
2020,8,Soybeans,Brazil,USD,167.1246743025136
2018,6,Wheat,India,INR,119.74654282702971
2016,4,Wheat,India,INR,258.4011712289368
2003,3,Rice,Brazil,INR,209.2729643018203
2020,2,Corn,India,INR,118.5267758969143
2000,6,Corn,India,INR,377.73386620082556
2015,3,Wheat,India,INR,75.00028854520139
2023,4,Corn,China,USD,292.15712672232394
2012,9,Wheat,USA,INR,368.72864067493066
2018,7,Corn,India,BRL,399.35573217586364
2001,11,Corn,India,CNY,297.4082656544432
2018,1,Wheat,Brazil,BRL,475.7100484847711
2002,6,Wheat,China,BRL,466.7089230757258
2006,5,Rice,China,INR,498.75911177396347
2009,3,Wheat,India,CNY,431.59329777448824
2014,11,Soybeans,China,BRL,295.9897912931226
2006,4,Corn,USA,BRL,444.6923965986775
2012,6,Rice,Brazil,USD,279.4851755710961
2011,11,Wheat,China,BRL,101.86815105209564
2000,2,Soybeans,Brazil,USD,104.93256243456537
2009,1,Soybeans,China,USD,146.815364552407
2018,1,Corn,USA,BRL,104.9220678312694
2000,12,Rice,Brazil,BRL,186.38890128619664
2005,2,Soybeans,USA,USD,69.62058158293854
2002,5,Wheat,India,CNY,382.50943231406205
2004,11,Corn,India,BRL,56.796863715257274
2017,12,Rice,Brazil,BRL,248.39003938515293
2014,11,Corn,China,BRL,457.5744847995447
2009,10,Corn,India,USD,400.2141649025721
2002,10,Wheat,USA,INR,66.978275968833
2021,2,Soybeans,USA,CNY,438.02696633274377
2013,2,Soybeans,India,BRL,90.29830763831578
2003,10,Rice,USA,BRL,124.4753428628674
2015,10,Soybeans,USA,INR,197.27534849148392
2016,12,Corn,India,INR,250.397040016019
2022,4,Wheat,Brazil,CNY,55.80369637534953
2005,4,Rice,China,CNY,302.4994722474673
2000,2,Corn,India,BRL,319.06331065519447
2005,8,Corn,China,USD,91.4052780703039
2005,12,Soybeans,China,BRL,409.54409066495936
2002,10,Wheat,China,CNY,277.7881742668717
2000,2,Wheat,India,INR,252.94646730165516
2007,5,Corn,USA,INR,58.40741153024765
2007,7,Corn,India,CNY,368.6024134643265
2007,6,Soybeans,USA,CNY,249.1613044224313
2004,10,Rice,USA,CNY,182.79412696765985
2010,8,Rice,India,CNY,436.5542387057583
2012,10,Wheat,China,INR,86.46088561733427
2005,10,Wheat,USA,BRL,245.08625696583113
2016,6,Soybeans,Brazil,BRL,119.62885942459326
2012,10,Corn,India,USD,403.64142245512664
2018,6,Rice,USA,INR,231.30262595652755
2020,9,Soybeans,India,INR,193.6546465521347
2008,2,Rice,Brazil,BRL,200.15151236045332
2009,12,Rice,USA,BRL,433.7716027285628
2004,3,Soybeans,China,INR,307.24692508162525
2003,12,Soybeans,Brazil,CNY,236.37512068652777
2018,4,Wheat,USA,INR,181.9222796061857
2021,2,Wheat,USA,INR,276.4322874924863
2011,12,Wheat,Brazil,CNY,427.3865975910074
2020,10,Rice,India,USD,67.23691833927933
2018,6,Soybeans,Brazil,INR,89.77559738853927
2002,1,Corn,Brazil,BRL,176.0296106152296
2019,12,Wheat,USA,INR,170.39715900571235
2005,4,Soybeans,Brazil,INR,325.291345349879
2003,4,Wheat,Brazil,INR,364.9457386592194
2016,10,Rice,USA,INR,128.05036871655665
2007,4,Corn,India,INR,279.9373123656044
2003,3,Rice,Brazil,INR,247.9981310306854
2014,5,Soybeans,Brazil,USD,111.91021818744842
2004,8,Soybeans,China,BRL,323.23293364905663
2022,5,Corn,China,USD,131.73476769087927
2020,1,Wheat,China,INR,138.06461672831855
2013,9,Corn,India,INR,174.8892780301316
